Proteins	Accession	MW	EMT.RB3.01	EMT.RB3.02	EMT.RB3.03	EMT.RB4.01	EMT.RB4.02	EMT.RB4.03	Ctrl.RB3.01	Ctrl.RB3.02	Ctrl.RB3.03	Ctrl.RB4.01	Ctrl.RB4.02	Ctrl.RB4.03
26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens GN=PSMD9 PE=1 SV=3	PSMD9_HUMAN	25 kDa	1	2	1	0	1	0	2	3	3	2	2	3
Protein MEMO1 OS=Homo sapiens GN=MEMO1 PE=1 SV=1	MEMO1_HUMAN	34 kDa	3	1	2	0	2	1	1	0	2	2	2	0
Costars family protein ABRACL OS=Homo sapiens GN=ABRACL PE=1 SV=1	ABRAL_HUMAN	9 kDa	1	1	1	1	2	1	1	0	1	1	0	0
DNA-binding protein A OS=Homo sapiens GN=CSDA PE=1 SV=4	DBPA_HUMAN	40 kDa	4	2	0	5	2	0	3	5	0	6	2	2
Brain acid soluble protein 1 OS=Bos taurus GN=BASP1 PE=1 SV=3	BASP1_BOVIN	23 kDa	6	3	5	6	3	6	3	0	5	0	8	8
Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=GALNT1 PE=1 SV=1	GALT1_HUMAN	64 kDa	0	2	1	0	1	2	0	1	0	0	1	0
Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1	CBX5_HUMAN	22 kDa	2	1	0	1	0	0	4	5	4	1	0	0
Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2	PXDN_HUMAN	165 kDa	2	3	2	2	1	1	0	0	0	0	0	0
Immortalization up-regulated protein OS=Homo sapiens GN=IMUP PE=1 SV=1	IMUP_HUMAN	11 kDa	1	1	0	1	1	0	2	0	2	0	2	1
Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	HNRPM_HUMAN	78 kDa	1	2	2	1	1	1	0	0	0	0	0	0
Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2	HORN_HUMAN	282 kDa	0	0	0	0	0	0	0	0	0	4	3	4
Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens GN=PPP4R2 PE=1 SV=3	PP4R2_HUMAN	47 kDa	1	2	1	1	2	1	1	2	1	1	2	0
Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens GN=UCHL3 PE=1 SV=1	UCHL3_HUMAN	26 kDa	3	2	2	1	0	1	1	1	2	1	1	0
Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1	ELOB_HUMAN	13 kDa	1	1	1	1	1	0	3	3	1	2	2	0
Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens GN=SLC9A3R1 PE=1 SV=4	NHRF1_HUMAN	39 kDa	0	1	1	1	1	0	2	2	1	2	2	2
Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens GN=PAFAH1B3 PE=1 SV=1	PA1B3_HUMAN	26 kDa	2	1	0	1	1	1	4	2	1	1	0	1
Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	SEPT2_HUMAN	41 kDa	1	2	4	1	2	2	0	1	1	1	0	0
Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2	ACON_HUMAN	85 kDa	2	0	2	2	0	1	3	1	1	1	0	1
Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2	COPA_HUMAN	138 kDa	3	2	3	3	3	2	1	0	1	0	0	1
Twinfilin-2 OS=Homo sapiens GN=TWF2 PE=1 SV=2	TWF2_HUMAN	40 kDa	4	3	1	3	2	2	0	1	0	0	1	0
Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	EIF3D_HUMAN	64 kDa	1	1	3	0	1	0	3	1	3	1	0	0
Glyoxalase domain-containing protein 4 OS=Mus musculus GN=Glod4 PE=2 SV=1	GLOD4_MOUSE	33 kDa	3	2	1	5	2	6	2	7	5	6	4	4
Platelet-derived growth factor receptor-like protein OS=Homo sapiens GN=PDGFRL PE=1 SV=1	PGFRL_HUMAN	42 kDa	1	0	0	0	0	0	4	3	4	3	2	3
Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2	FKBP2_HUMAN	16 kDa	0	1	1	0	0	0	1	1	1	2	0	4
Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4	PGM2_HUMAN	68 kDa	0	1	2	0	2	1	0	2	0	1	0	1
Gremlin-1 OS=Homo sapiens GN=GREM1 PE=1 SV=1	GREM1_HUMAN	21 kDa	2	4	2	4	5	1	0	0	0	0	0	0
Tissue-type plasminogen activator OS=Homo sapiens GN=PLAT PE=1 SV=1	TPA_HUMAN	63 kDa	1	2	3	5	3	5	0	0	0	0	0	0
Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1	MYOF_HUMAN	235 kDa	0	0	0	0	0	0	0	0	0	2	0	0
GDP-L-fucose synthase OS=Homo sapiens GN=TSTA3 PE=1 SV=1	FCL_HUMAN	36 kDa	1	3	1	3	3	2	1	1	1	1	1	0
Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1	VPS29_HUMAN (+7)	21 kDa	1	0	1	1	1	1	2	1	1	4	2	2
Tubulin beta-3 chain OS=Homo sapiens GN=TUBB3 PE=1 SV=2	TBB3_HUMAN	50 kDa	14	15	12	10	12	11	26	26	25	0	0	0
Abhydrolase domain-containing protein 14B OS=Homo sapiens GN=ABHD14B PE=1 SV=1	ABHEB_HUMAN	22 kDa	1	1	1	1	0	0	2	1	0	3	1	0
Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2	TPD54_HUMAN	22 kDa	1	2	2	0	0	0	1	3	2	2	1	0
Transcriptional activator protein Pur-alpha OS=Mus musculus GN=Pura PE=1 SV=1	PURA_MOUSE	35 kDa	1	1	1	1	2	2	1	0	1	0	0	0
X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2	XRCC6_HUMAN	70 kDa	0	1	0	1	1	1	2	3	0	0	0	0
Notchless protein homolog 1 OS=Homo sapiens GN=NLE1 PE=1 SV=4	NLE1_HUMAN	53 kDa	0	1	0	1	1	0	2	4	0	1	1	1
Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1	RCN2_HUMAN	37 kDa	0	0	0	1	0	0	2	1	0	5	5	3
UPF0160 protein MYG1, mitochondrial OS=Homo sapiens GN=C12orf10 PE=1 SV=2	MYG1_HUMAN	42 kDa	0	0	0	0	0	0	4	2	1	1	1	0
N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Homo sapiens GN=AGA PE=1 SV=2	ASPG_HUMAN	37 kDa	0	0	0	0	0	0	0	0	0	2	0	0
Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3	AMPL_HUMAN	56 kDa	0	2	1	2	2	1	1	1	1	2	1	1
Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens GN=PPP4C PE=1 SV=1	PP4C_HUMAN	35 kDa	1	1	3	1	2	1	3	1	0	1	1	1
Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens GN=IAH1 PE=1 SV=1	IAH1_HUMAN	28 kDa	3	2	2	1	1	1	0	1	1	1	0	1
Protein OS-9 OS=Homo sapiens GN=OS9 PE=1 SV=1	OS9_HUMAN	76 kDa	1	0	1	0	1	0	2	1	2	2	1	2
Heat shock 70 kDa protein 2 OS=Arabidopsis thaliana GN=HSP70-2 PE=1 SV=2	HSP7B_ARATH	71 kDa	5	4	5	0	0	13	5	9	8	5	0	6
Twinfilin-1 OS=Homo sapiens GN=TWF1 PE=1 SV=3	TWF1_HUMAN	40 kDa	3	2	2	2	2	0	0	1	0	1	1	0
DAZ-associated protein 1 OS=Homo sapiens GN=DAZAP1 PE=1 SV=1	DAZP1_HUMAN	43 kDa	2	2	1	0	0	0	2	3	1	0	0	1
Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3	ZO1_HUMAN	195 kDa	1	2	1	0	1	0	1	2	0	1	0	0
Uncharacterized protein C1orf31 OS=Homo sapiens GN=C1orf31 PE=2 SV=1	CA031_HUMAN	14 kDa	0	0	0	1	0	1	1	1	1	2	1	1
Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens GN=LIPA PE=1 SV=2	LICH_HUMAN	45 kDa	1	1	1	1	2	2	1	1	0	1	0	0
Eukaryotic translation initiation factor 5 OS=Homo sapiens GN=EIF5 PE=1 SV=2	IF5_HUMAN	49 kDa	1	1	0	0	0	1	2	6	1	1	0	0
DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4	MCM2_HUMAN	102 kDa	0	0	1	0	1	0	2	4	3	1	1	0
Desmocollin-3 OS=Homo sapiens GN=DSC3 PE=1 SV=3	DSC3_HUMAN	100 kDa	0	1	0	0	1	0	0	2	1	1	0	2
ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2	ELAV1_HUMAN	36 kDa	3	3	1	1	2	1	0	0	0	0	0	0
PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	PDLI7_HUMAN	50 kDa	2	3	5	2	2	1	0	0	0	0	0	0
Coagulation factor V OS=Bos taurus GN=F5 PE=1 SV=1	FA5_BOVIN	249 kDa	2	0	0	0	0	1	0	0	0	0	0	2
Receptor-type tyrosine-protein phosphatase mu OS=Homo sapiens GN=PTPRM PE=1 SV=2	PTPRM_HUMAN	164 kDa	0	0	0	0	0	0	1	1	0	2	1	1
Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	PSME1_HUMAN	29 kDa	0	0	0	0	0	0	5	0	1	3	0	2
Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2	LACB2_HUMAN	33 kDa	2	1	1	1	1	0	1	4	1	1	2	0
Out at first protein homolog OS=Homo sapiens GN=OAF PE=2 SV=1	OAF_HUMAN	31 kDa	0	0	1	1	0	1	1	2	2	3	3	1
Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4	K1C19_HUMAN	44 kDa	2	1	0	0	1	0	3	4	0	2	1	1
Tetranectin OS=Homo sapiens GN=CLEC3B PE=1 SV=3	TETN_HUMAN	23 kDa	0	0	1	1	1	1	0	2	0	2	2	1
Tumor necrosis factor receptor superfamily member 21 OS=Homo sapiens GN=TNFRSF21 PE=1 SV=1	TNR21_HUMAN	72 kDa	0	1	0	0	0	0	1	2	2	2	2	1
Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens GN=EPS8L2 PE=1 SV=2	ES8L2_HUMAN	81 kDa	2	1	2	0	2	1	0	2	0	0	1	0
Epsilon-sarcoglycan OS=Homo sapiens GN=SGCE PE=1 SV=6	SGCE_HUMAN	50 kDa	2	2	1	4	2	3	0	0	1	0	0	0
Low-density lipoprotein receptor-related protein 11 OS=Homo sapiens GN=LRP11 PE=2 SV=2	LRP11_HUMAN	53 kDa	1	0	2	0	0	0	3	2	2	4	0	1
Netrin-4 OS=Homo sapiens GN=NTN4 PE=2 SV=2	NET4_HUMAN	70 kDa	0	0	0	0	0	0	1	1	1	4	3	4
Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2	TNPO1_HUMAN	102 kDa	0	2	0	0	1	0	0	3	3	0	0	0
Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3	K2C5_HUMAN	62 kDa	3	2	2	0	0	0	0	0	0	5	7	5
Di-N-acetylchitobiase OS=Homo sapiens GN=CTBS PE=1 SV=1	DIAC_HUMAN	44 kDa	0	0	0	0	0	0	3	3	0	3	2	0
Dipeptidyl peptidase 2 OS=Homo sapiens GN=DPP7 PE=1 SV=3	DPP2_HUMAN	54 kDa	1	0	1	1	1	1	1	2	1	2	2	1
N-acetylglucosamine-1-phosphotransferase subunit gamma OS=Homo sapiens GN=GNPTG PE=1 SV=1	GNPTG_HUMAN	34 kDa	2	1	1	2	2	1	0	1	1	1	1	0
Probable fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens GN=TIGAR PE=1 SV=1	TIGAR_HUMAN	30 kDa	1	1	0	0	0	0	2	3	1	3	0	3
Melanotransferrin OS=Homo sapiens GN=MFI2 PE=1 SV=2	TRFM_HUMAN	80 kDa	0	0	0	0	0	0	1	1	0	5	2	2
Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1	PLD3_HUMAN	55 kDa	0	0	0	0	0	0	1	2	0	2	1	2
Ceroid-lipofuscinosis neuronal protein 5 OS=Homo sapiens GN=CLN5 PE=1 SV=2	CLN5_HUMAN	41 kDa	0	0	0	0	0	0	4	3	0	4	2	2
T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2	TCPH_HUMAN	59 kDa	2	0	0	0	0	0	5	4	0	0	1	0
Cleavage stimulation factor subunit 2 OS=Homo sapiens GN=CSTF2 PE=1 SV=1	CSTF2_HUMAN	61 kDa	0	2	1	0	0	0	1	0	0	0	0	0
Ephrin type-B receptor 4 OS=Homo sapiens GN=EPHB4 PE=1 SV=2	EPHB4_HUMAN	108 kDa	1	0	1	1	0	1	1	2	2	1	1	1
THUMP domain-containing protein 1 OS=Homo sapiens GN=THUMPD1 PE=1 SV=2	THUM1_HUMAN	39 kDa	0	1	2	1	1	1	1	1	1	0	1	1
Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3	MK01_HUMAN	41 kDa	2	1	1	3	1	0	1	1	0	1	0	0
Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2	ITIH2_HUMAN	106 kDa	1	1	3	3	2	2	0	1	0	0	1	0
Membrane cofactor protein OS=Homo sapiens GN=CD46 PE=1 SV=3	MCP_HUMAN	44 kDa	1	0	0	1	0	0	1	2	0	3	3	1
Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1	SGTA_HUMAN	34 kDa	0	1	0	2	1	0	3	4	1	0	0	0
Dentin matrix protein 4 OS=Homo sapiens GN=FAM20C PE=1 SV=2	DMP4_HUMAN	66 kDa	0	0	0	0	0	0	2	2	2	2	2	2
N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform A OS=Homo sapiens GN=GCNT2 PE=2 SV=1	GNT2A_HUMAN	46 kDa	0	0	0	0	0	0	2	3	1	4	3	2
Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=1 SV=2	EIF3J_HUMAN	29 kDa	2	0	1	0	0	0	3	1	0	1	1	0
Plasminogen OS=Bos taurus GN=PLG PE=1 SV=2	PLMN_BOVIN	91 kDa	0	0	0	0	0	1	0	0	2	1	1	2
Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens GN=SNRPD1 PE=1 SV=1	SMD1_HUMAN	13 kDa	1	0	0	2	0	0	2	0	0	2	2	0
Papilin OS=Homo sapiens GN=PAPLN PE=2 SV=4	PPN_HUMAN	138 kDa	0	0	0	0	0	0	2	1	1	3	0	3
Slit homolog 3 protein OS=Homo sapiens GN=SLIT3 PE=2 SV=3	SLIT3_HUMAN	168 kDa	1	1	1	1	2	0	0	0	0	0	0	0
Inositol monophosphatase 3 OS=Homo sapiens GN=IMPAD1 PE=1 SV=1	IMPA3_HUMAN	39 kDa	0	0	0	0	0	0	0	1	3	1	1	3
Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens GN=LRP6 PE=1 SV=2	LRP6_HUMAN	180 kDa	0	0	0	0	0	0	0	1	0	7	1	1
Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens GN=HAGH PE=1 SV=2	GLO2_HUMAN	34 kDa	1	1	1	2	1	1	1	0	0	1	1	1
Methylosome subunit pICln OS=Homo sapiens GN=CLNS1A PE=1 SV=1	ICLN_HUMAN	26 kDa	2	2	1	1	1	1	2	2	0	0	1	1
Thrombomodulin OS=Homo sapiens GN=THBD PE=1 SV=2	TRBM_HUMAN	60 kDa	0	0	1	1	0	2	1	1	1	1	0	2
Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	PSME3_HUMAN (+5)	30 kDa	1	1	0	2	0	1	2	4	2	1	0	0
Single-stranded DNA-binding protein, mitochondrial OS=Homo sapiens GN=SSBP1 PE=1 SV=1	SSBP_HUMAN	17 kDa	0	0	1	0	0	1	1	2	2	2	3	2
NIF3-like protein 1 OS=Homo sapiens GN=NIF3L1 PE=1 SV=2	NIF3L_HUMAN	42 kDa	0	1	1	0	1	1	0	2	0	2	2	2
Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2	NOLC1_HUMAN	74 kDa	1	2	2	1	1	1	0	1	0	0	0	1
Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=1 SV=1	ENSA_HUMAN	13 kDa	2	1	1	2	0	0	2	0	1	1	0	0
Endoplasmic reticulum resident protein 44 OS=Homo sapiens GN=ERP44 PE=1 SV=1	ERP44_HUMAN	47 kDa	1	1	0	1	2	0	3	2	0	0	0	1
Protein Dr1 OS=Homo sapiens GN=DR1 PE=1 SV=1	NC2B_HUMAN	19 kDa	0	1	1	1	1	0	1	4	0	0	1	0
Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	EIF2A_HUMAN	65 kDa	1	0	2	0	0	1	0	1	2	4	0	0
Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2	INF2_HUMAN	136 kDa	1	0	0	0	0	0	1	1	0	1	1	2
Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2	LMAN1_HUMAN	58 kDa	1	2	3	1	1	2	0	0	0	0	0	0
Aldo-keto reductase family 1 member C1 homolog OS=Pongo abelii GN=AKR1C1 PE=2 SV=1	AK1C1_PONAB	37 kDa	18	0	15	0	0	20	13	0	20	0	28	16
Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2	UBP2L_HUMAN	115 kDa	2	3	1	0	1	0	0	0	1	1	0	0
Lumican OS=Homo sapiens GN=LUM PE=1 SV=2	LUM_HUMAN	38 kDa	1	2	2	2	2	2	0	0	0	0	0	0
C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4	JIP4_HUMAN	146 kDa	0	1	0	1	1	0	1	2	1	0	0	0
Proepiregulin OS=Homo sapiens GN=EREG PE=1 SV=1	EREG_HUMAN	19 kDa	0	0	0	0	0	0	2	1	1	1	3	4
3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2	THIM_HUMAN	42 kDa	1	0	0	1	0	0	0	2	0	3	2	1
Testin OS=Homo sapiens GN=TES PE=1 SV=1	TES_HUMAN	48 kDa	0	0	2	2	0	1	1	0	0	0	0	0
Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens GN=GCLM PE=1 SV=1	GSH0_HUMAN	31 kDa	0	0	0	0	1	0	3	2	3	2	0	0
Sushi repeat-containing protein SRPX OS=Homo sapiens GN=SRPX PE=2 SV=1	SRPX_HUMAN	52 kDa	0	0	1	3	2	2	0	0	0	0	0	0
Platelet-derived growth factor subunit B OS=Homo sapiens GN=PDGFB PE=1 SV=1	PDGFB_HUMAN	27 kDa	2	0	0	0	0	1	0	0	0	0	0	0
T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4	TCPD_HUMAN	58 kDa	1	1	0	2	1	0	1	1	3	0	0	0
Prothrombin OS=Bos taurus GN=F2 PE=1 SV=2	THRB_BOVIN	71 kDa	0	1	0	1	0	1	1	0	0	4	2	1
Coatomer subunit beta OS=Homo sapiens GN=COPB2 PE=1 SV=2	COPB2_HUMAN	102 kDa	1	2	0	0	0	1	1	3	0	0	0	0
Phosphoinositide-3-kinase-interacting protein 1 OS=Homo sapiens GN=PIK3IP1 PE=1 SV=2	P3IP1_HUMAN	28 kDa	2	1	1	1	1	3	0	0	0	0	0	0
Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1	HNRL2_HUMAN	85 kDa	2	1	3	0	1	4	0	0	0	0	0	0
FACT complex subunit SSRP1 OS=Homo sapiens GN=SSRP1 PE=1 SV=1	SSRP1_HUMAN	81 kDa	0	1	1	0	0	0	2	1	1	0	0	0
DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1	DDB2_HUMAN	48 kDa	1	1	0	2	1	0	0	0	0	0	0	0
Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2	PUR8_HUMAN	55 kDa	2	2	0	0	0	0	0	1	0	0	0	0
CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=2	CLIP1_HUMAN	162 kDa	0	0	0	0	0	0	1	2	1	2	0	0
Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2	SYDC_HUMAN	57 kDa	0	0	0	0	0	0	1	2	1	0	0	0
mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2	MRT4_HUMAN	28 kDa	0	0	0	0	0	0	3	3	1	0	0	1
Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3	XPO2_HUMAN	110 kDa	0	0	0	0	0	0	1	4	0	0	0	0
Tumor necrosis factor receptor superfamily member 27 OS=Homo sapiens GN=EDA2R PE=1 SV=2	TNR27_HUMAN	33 kDa	1	1	0	1	1	0	1	1	0	3	2	1
Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens GN=MAN1B1 PE=1 SV=2	MA1B1_HUMAN	80 kDa	0	1	2	1	1	0	0	1	0	1	1	1
Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1	PUF60_HUMAN	60 kDa	2	1	2	1	1	1	0	1	0	0	0	0
Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4	ECHM_HUMAN	31 kDa	1	1	0	0	0	1	0	3	1	2	2	0
Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	EIF3A_HUMAN	167 kDa	1	0	0	0	0	0	1	2	0	0	1	0
26S proteasome non-ATPase regulatory subunit 4 OS=Homo sapiens GN=PSMD4 PE=1 SV=1	PSMD4_HUMAN	41 kDa	0	0	0	1	0	0	3	3	2	3	0	0
Heterogeneous nuclear ribonucleoprotein A1 OS=Bos taurus GN=HNRNPA1 PE=1 SV=2	ROA1_BOVIN (+3)	34 kDa	28	33	36	20	0	0	0	0	20	0	27	0
Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens GN=PACSIN2 PE=1 SV=2	PACN2_HUMAN	56 kDa	0	0	0	0	0	0	3	3	4	0	0	0
60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1	RL19_HUMAN	23 kDa	1	2	0	0	0	0	2	2	3	1	0	0
Secretogranin-1 OS=Homo sapiens GN=CHGB PE=1 SV=2	SCG1_HUMAN	78 kDa	0	0	0	1	0	1	3	2	1	0	0	0
Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Homo sapiens GN=GSPT1 PE=1 SV=1	ERF3A_HUMAN	56 kDa	2	0	0	0	0	0	1	3	1	0	0	0
Forkhead box protein D1 OS=Gallus gallus GN=FOXD1 PE=2 SV=1	FOXD1_CHICK	45 kDa	0	0	0	2	0	2	2	0	0	0	0	0
Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3	DESP_HUMAN	332 kDa	0	2	0	0	1	0	0	0	0	0	0	0
Transcription elongation factor A protein-like 4 OS=Homo sapiens GN=TCEAL4 PE=1 SV=2	TCAL4_HUMAN	25 kDa	0	2	0	0	0	0	0	0	0	0	0	0
Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1	EIF3H_HUMAN	40 kDa	0	1	1	1	0	0	1	1	2	1	1	0
40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	RS19_HUMAN	16 kDa	1	1	1	1	2	0	0	0	2	0	0	1
26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	PRS7_HUMAN (+6)	49 kDa	0	0	0	1	0	0	3	2	3	0	1	1
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens GN=PIN1 PE=1 SV=1	PIN1_HUMAN	18 kDa	0	0	0	1	0	0	1	2	1	2	0	1
Complement C1r subcomponent-like protein OS=Homo sapiens GN=C1RL PE=1 SV=2	C1RL_HUMAN	53 kDa	0	0	0	0	0	0	3	3	2	6	3	3
Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP PE=1 SV=1	STRAP_HUMAN	38 kDa	0	1	0	1	0	0	4	2	0	1	0	0
Neudesin OS=Homo sapiens GN=NENF PE=1 SV=1	NENF_HUMAN	19 kDa	0	0	0	0	0	0	1	1	0	3	1	2
U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3	SNRPA_HUMAN	31 kDa	0	3	1	0	0	1	1	1	0	0	0	0
Coiled-coil domain-containing protein 72 OS=Homo sapiens GN=CCDC72 PE=1 SV=1	CCD72_HUMAN	7 kDa	0	0	0	0	0	0	1	1	1	0	1	3
Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2	VAT1_HUMAN	42 kDa	0	0	1	1	0	0	1	2	0	1	0	0
Dynein light chain roadblock-type 1 OS=Homo sapiens GN=DYNLRB1 PE=1 SV=3	DLRB1_HUMAN	11 kDa	0	0	2	0	0	0	1	2	0	0	0	0
Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4	K1C14_HUMAN	52 kDa	0	0	0	0	0	0	0	0	0	3	2	2
Plasma kallikrein OS=Bos taurus GN=KLKB1 PE=2 SV=1	KLKB1_BOVIN	71 kDa	0	0	0	0	0	0	0	0	0	2	1	2
Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3	MMP9_HUMAN	78 kDa	1	0	0	2	2	0	0	0	0	0	0	0
Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3	TXLNA_HUMAN	62 kDa	0	0	0	0	0	0	1	2	0	0	0	0
Heat shock protein beta-11 OS=Homo sapiens GN=HSPB11 PE=1 SV=1	HSB11_HUMAN	16 kDa	1	0	1	2	0	1	1	1	1	1	0	0
Complexin-2 OS=Homo sapiens GN=CPLX2 PE=1 SV=2	CPLX2_HUMAN	15 kDa	0	0	0	0	0	0	2	3	1	1	1	0
5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens GN=NT5C PE=1 SV=2	NT5C_HUMAN	23 kDa	0	0	0	0	0	0	1	1	0	3	1	0
4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3	AL9A1_HUMAN	54 kDa	0	0	0	0	0	0	1	1	0	2	0	0
Platelet-derived growth factor C OS=Homo sapiens GN=PDGFC PE=1 SV=2	PDGFC_HUMAN	39 kDa	0	0	0	3	1	0	0	0	0	0	0	0
Kinesin-like protein KIF23 OS=Homo sapiens GN=KIF23 PE=1 SV=3	KIF23_HUMAN	110 kDa	0	0	0	0	0	0	0	0	0	5	1	0
